,director,sum_power,wciar_power
846,nm0481418,29040711.65646992,2324507.6706499015
847,nm0482681,5306626.84,8211.60729847808
848,nm0007139,5306626.84,8211.60729847808
849,nm0484901,504043.7697854896,20504.60198915867
850,nm0484907,59980457.41240816,22433650.676502556
851,nm0485273,2952048.6174377743,3654.459181443277
852,nm0489453,3558709.7483531963,64108.01558641289
853,nm0492909,28733793.492692634,849361.9659947744
854,nm0496863,5142487.24536086,862766.1929266419
855,nm0499724,13663261.21858407,16914.298129700404
856,nm0500343,59263729.645959176,546611.426816262
857,nm0957798,59263729.645959176,546611.426816262
858,nm0500444,28050357.22502148,355208.4768184852
859,nm0500610,227130700.04444742,117324449.26308854
860,nm0501185,63296228.03894993,2157996.233524332
861,nm0501435,16160073.782985104,8293064.974057672
862,nm0502577,14556899.340430724,22525.710676707706
863,nm0502954,46753339.68610296,10972654.592750262
864,nm0503259,21720220.874159954,4555060.464668632
865,nm0504642,221845681.48572594,16686204.64752554
866,nm0477035,13140875.482140098,189379.97415900254
867,nm0504802,14566774.735196231,14426.234950360109
868,nm0505152,152223046.65117192,2455862.689285904
869,nm0505230,8085748.069660787,19550.139224624174
870,nm0505934,11899.254565340789,1022.1381840983482
871,nm0506613,255664720.40297955,19408004.226374004
872,nm0507185,1918.9044525547442,54.01235860928212
873,nm1533823,1918.9044525547442,54.01235860928212
874,nm0509028,10654513.107064845,122838.17282250588
875,nm0509448,194044753.53895554,25901177.89662519
876,nm0510731,198592056.8860011,18356423.216564465
877,nm0510912,361574470.7482833,56205491.84528704
878,nm0513974,12775383.176307691,2122.6746218534804
879,nm0514546,32552147.160270996,407672.0047781175
880,nm0514662,182875.00862405202,3294.383282778631
881,nm0514906,6728130.500307692,16267.621359117347
882,nm0000329,6728130.500307692,16267.621359117347
883,nm0515255,616441.0403799393,610.4936365960511
884,nm0515891,25051970.596856188,60571.94817353201
885,nm0518644,9806205.025118483,220816.10648521164
886,nm0518836,286672.00601886923,92025.39162349398
887,nm0519434,10370213.867936926,31342.04824968665
888,nm0520488,217670537.20118916,37348208.08915924
889,nm0588087,217670537.20118916,37348208.08915924
890,nm0524190,53501365.7585229,17414127.908783883
891,nm0601859,53501365.7585229,17414127.908783883
892,nm0525141,24577895.419986073,2111225.1406669687
893,nm0525303,74714752.69343463,10440720.79976314
894,nm0525659,158679006.17216122,7710540.367568448
895,nm0527109,24442131.755704552,829228.695127194
896,nm0527261,39299470.05151131,1928157.1630196394
897,nm0528381,4037320.198511166,142050.57610617406
898,nm0528718,37788717.32072011,496664.8569837456
899,nm0531817,10449058.630826196,1108659.762522672
900,nm0532235,117226901.87630369,21826997.50132761
901,nm0533284,746369.9115210376,222412.35230349633
902,nm0533564,132692.09748923077,783.2758921560195
903,nm0533744,58374.33693140795,430.7265815384702
904,nm0534665,6960.001601779754,100.30419398487484
905,nm0536632,25159607.981590644,3226271.3341384297
906,nm0538320,30647.55491485498,12553.238493124602
907,nm1573851,30647.55491485498,12553.238493124602
908,nm0538614,15933316.536193896,117567.1249554294
909,nm0540148,6682085.648421645,77039.2023969011
910,nm0540139,6682085.648421645,77039.2023969011
911,nm0540532,33065021.46468266,302110.11491555604
912,nm0541562,8202230.817323462,5249427.7230870165
913,nm0542450,13670924.20056858,1174323.4469507404
914,nm0542539,3452765.5881259153,4274.316767807812
915,nm0545099,3661466.829274673,27016.856613602704
916,nm0549658,60700783.42415322,12607.059483353374
917,nm0550881,26577068.215561148,935097.4571265746
918,nm0551076,12380871.263744367,7895324.364064365
919,nm0551128,167665577.805828,31090438.852429938
920,nm0552140,4287232.025886181,235693.0731717758
921,nm0553942,157112374.44064376,22951436.57634906
922,nm0862211,127114073.64390332,18239055.689705346
923,nm0559991,1395041.0097891737,119833.11027246641
924,nm0561813,6679192.7863025665,120321.6405741119
925,nm0561938,10018791.816923076,5080.130984113694
926,nm0562645,35483496.24867745,465213.8323355935
927,nm0563243,12268763.976472674,4020228.5798105667
928,nm0563814,68713.70241944601,792.2150518053493
929,nm0564586,73836.0675667993,4059.180741947514
930,nm0564827,18220344.492440607,328228.5466668707
931,nm0565955,3547.7634779532086,156.03228786434315
932,nm0567112,21195992.27280133,1165261.9983097662
933,nm0567126,13860958.02274673,102275.81810481618
934,nm0567620,88961.63891962713,9552.183243958989
935,nm0568230,8800831.527310109,101466.67926257757
936,nm0569166,368623.10255592177,6901.807613407744
937,nm0796915,368623.10255592177,6901.807613407744
938,nm0569814,8696042.708424544,125323.18304402796
939,nm0539782,8696042.708424544,125323.18304402796
940,nm0570082,29344.894791776493,660.7882862473558
941,nm0570912,209203408.125006,13832668.361182678
942,nm0571098,166382.20481891345,4683.24272264713
943,nm0572562,4544642.878151613,1489188.578312721
944,nm0573589,50087142.920946494,671809.5701844419
945,nm0573732,18633915.632960662,1465937.5911341242
946,nm0574217,16241.501177665261,1116.1074623362852
947,nm0574625,84907652.56554015,12910142.961208958
948,nm0386570,7487514.099558958,329304.3526240731
949,nm0576298,111849218.1518954,17999215.84359564
950,nm0576987,13779138.528918996,451043.7049728717
951,nm0577647,558522.7286275225,183016.72771666662
952,nm0579956,12737.291987041037,286.8183172327364
953,nm0580351,143614.70218691646,91913.40939962656
954,nm0580729,4757306.940633246,107125.0288256149
955,nm0583292,38690461.480639175,6428.555571237952
956,nm0583600,136160371.71269137,8408381.656695576
957,nm0583654,9080352.192262346,3719312.2579506575
958,nm0585011,70338239.88846436,1559126.1978107004
959,nm0587518,11126238.784591382,13773.6164780956
960,nm0587955,22910643.186349083,2426146.260028813
961,nm0588340,37772118.19116136,1063190.6088169299
962,nm0589284,26649627.68591486,5588832.000077174
963,nm0590122,169623.5628655977,14570.553102774851
964,nm0591171,43605951.38201994,285467.64795404376
965,nm0591450,118176008.86331967,8592668.847023137
966,nm0591994,5314870.975712084,292188.12189623073
967,nm0592400,17519941.390385926,201991.1718842754
968,nm0593463,64182.04661942978,5513.195824415969
969,nm0593610,297950849.9429094,66191984.801963195
970,nm0230666,50485340.0895949,16543036.24055846
971,nm0596407,11414495.081044085,7305276.851868216
972,nm0600247,44275.06534160424,7428.123346502085
973,nm0601337,21218723.811582547,4817714.005417331
974,nm0601382,104475552.05319847,7066662.843882559
975,nm0601619,33911629.041302525,770622.0289067638
976,nm0601781,114086029.94654067,37362461.796863556
977,nm0603628,59957966.94814654,11111807.256729174
978,nm0604263,26650.83113290829,937.6927590568741
979,nm0604688,5680390.879478828,102328.82499255856
980,nm0606688,53917608.97977171,1897057.216484439
981,nm0171253,53917608.97977171,1897057.216484439
982,nm0609236,130662235.09029022,2739269.158481581
983,nm0609549,62761521.833231814,5404846.780479554
984,nm0610219,53836.339786437384,3699.605099505477
985,nm0610831,52883462.35967929,2226391.9164154767
986,nm0613833,7376.8960275998015,259.55145469569834
987,nm0614682,27683898.89417897,2378028.8075253866
988,nm0615592,255820273.43431234,118356707.35442092
989,nm0560329,7692720.5109589035,3120.5381673936267
990,nm0585150,7692720.5109589035,3120.5381673936267
991,nm0617042,6250682.141302575,671161.8843646457
992,nm0617130,2372682.120143971,17507.303935424985
993,nm0844896,2372682.120143971,17507.303935424985
994,nm0618680,9394707.154405119,516479.4877909406
995,nm0619110,10359347.729443613,5303986.037475131
996,nm0619599,19606163.3279662,226043.673236464
997,nm0619762,14020100.287700007,599429.1192727669
998,nm0619836,34276270.63479371,13168871.514430095
999,nm0620290,2970704.1243127035,8978.402295793248
1000,nm0622240,5413050.335570469,78010.27671748136
1001,nm0623768,7826589.09574468,665.8125656044033
1002,nm0625458,9167256.784432197,2403141.362498195
1003,nm0625789,25419.488139501504,1746.8139238435026
1004,nm0627920,12662410.566477606,1699519.977235818
1005,nm0520485,39224457.36626879,1944511.6169306403
1006,nm0629272,38189298.894446656,3841114.1725607617
1007,nm0629334,199577139.03791317,10643454.848958967
1008,nm0630083,4097749.7058830145,59054.79695511144
1009,nm0631473,7960228.646833927,1335504.754173206
1010,nm0176905,7960228.646833927,1335504.754173206
1011,nm0632893,7917777.551293013,222865.62518503575
1012,nm0634240,669572265.8373421,77591810.88931419
1013,nm0635759,32823480.04972267,591295.2500837364
1014,nm0637518,153122922.75230864,6883163.828894918
1015,nm0637615,85096.35812237802,12081.113944780194
1016,nm0638271,5481140.00211644,588532.9263471874
1017,nm0638630,1323.57911205074,2.0481394724617554
1018,nm0639033,26359.83052415211,741.963268288256
1019,nm0639618,11559.05134099617,43.66886130119185
1020,nm0639965,19356547.995520886,681047.9870297427
1021,nm0640334,40347241.02661593,9826828.809921073
1022,nm0640964,911260.5751685394,4303.3063973364315
1023,nm0641373,14626181.844840003,261895.7039652872
1024,nm0644022,6097258.120078902,943956.6669291261
1025,nm0711840,498336103.2865782,20927607.97300734
1026,nm1743387,5459141.82298072,915892.0153878134
1027,nm0192090,5459141.82298072,915892.0153878134
1028,nm2455747,5459141.82298072,915892.0153878134
1029,nm2086105,5459141.82298072,915892.0153878134
1030,nm1158962,5459141.82298072,915892.0153878134
1031,nm0644203,49596075.398356624,952910.7263008568
1032,nm0645549,6899941.430520646,50912.58147695996
1033,nm0649117,7380145.050165062,2882264.0337148155
1034,nm0650905,53076176.71353469,2794414.5363308643
1035,nm0828970,83128662.85123071,9650285.557571994
1036,nm0652860,10607874.865414012,8404.424337680028
1037,nm0653211,12808803.117823835,118140.35650251478
1038,nm0655683,24156434.38889859,5065971.469154747
1039,nm0659380,28218672.1992096,1343389.2563932114
1040,nm0161152,28218672.1992096,1343389.2563932114
1041,nm0661751,56263965.35676078,4044977.3198101753
1042,nm0661791,180416.99575981748,30268.949079335434
1043,nm0662529,4428574.560663543,475514.57264868735
1044,nm0662530,36280331.21735197,18575529.583284214
1045,nm0664756,39023601.29839381,142286.70678227016
1046,nm0668132,42779.1465037594,202.01880761512385
1047,nm0668247,6293902.606650516,2193319.354549442
1048,nm0671210,28348409.8057987,325608.38395702664
1049,nm0673400,8118499.774395566,869411.3213881892
1050,nm0673830,3482621.6409791475,1412.7191723376147
1051,nm0677037,83308551.10812883,5724920.03978493
1052,nm0677953,48848033.48649133,481851.95293551224
1053,nm0679031,146262046.9930494,41233713.64120143
1054,nm0680629,2953773.5729074893,3656.594572885221
1055,nm0680846,436572605.9670676,90162850.59817898
1056,nm0684336,64934136.85672112,9635180.437405545
1057,nm0685759,23103755.048585,520250.3131383337
1058,nm0686184,6892051.608119159,63567.95607888632
1059,nm0687427,14192991.33466756,5049041.790644376
1060,nm0687739,21915.626268656713,103.49361894220215
1061,nm0688585,3360329.098914641,38741.95680694842
1062,nm0689187,8101417.246973807,792854.8057306262
1063,nm0689343,2360363.0336856693,103809.86405240119
1064,nm0689385,4760586.219241877,35126.926250873425
1065,nm0689852,16369253.827524861,235905.80940151715
1066,nm0690770,9869356.717115868,100804.09043518876
1067,nm0693561,14640440.09751891,1257604.228357816
1068,nm0696309,38811934.72804444,48046.848001977036
1069,nm0697656,32012570.670097455,2254012.217940372
1070,nm0702797,39897139.90408899,6236286.87221059
1071,nm0703689,8872989.487132868,754.8304660865457
1072,nm0705535,152992.7966588038,2191.4838116208125
1073,nm0706182,183540.96132596684,2645.104016111513
1074,nm0706296,3265563.8384513273,4042.57222646136
1075,nm0709056,27011916.904322367,3625478.1158229434
1076,nm0710020,77507054.72271068,2727037.0528733185
1077,nm0711807,8345.725763759174,896.1154804182573
1078,nm0712444,6303958.6998563735,46515.00511499419
1079,nm0712753,7332659.182222672,1922212.6086645809
1080,nm0713527,16945790.331045378,211679.24462888043
1081,nm0715636,162231573.658726,19711081.439184874
1082,nm0715916,7798604.918032545,9654.205278600384
1083,nm0716257,195644571.58378097,44603486.39428383
1084,nm0716347,13074501.05250585,1403863.860800756
1085,nm0716980,24026.154736731052,2063.8309768579084
1086,nm0718645,134168394.80608788,2814718.5725130294
1087,nm0718646,8540736.73581375,1155936.4292017368
1088,nm1853544,365378001.88162553,86435317.19206694
1089,nm3646390,47643313.851091,30491720.864698246
1090,nm0721279,9082946.923880598,130899.06042180702
1091,nm0721817,115426121.35677193,4679066.798506748
1092,nm0723470,10556829.736301344,6756371.031232862
1093,nm3006131,10556829.736301344,6756371.031232862
1094,nm0723704,6353374.956545454,46879.632731083875
1095,nm0724938,9601856.31882538,270268.22837204416
1096,nm0726472,3139472.4116337523,23165.21764155185
1097,nm0726638,16271040.371415854,5331694.508905549
1098,nm0727754,11123663.737754721,1866241.092396784
1099,nm0730932,8108035.305636364,59826.74088947024
1100,nm0731253,8643957.068307692,51024.91642342557
1101,nm0732430,5932842.332460329,637034.0947560371
1102,nm0733263,50171471.0111011,28113817.824911837
1103,nm0734747,7209029.289012567,53193.247325716526
1104,nm0736622,23210565.276329316,3894086.6712307683
1105,nm1698571,23210565.276329316,3894086.6712307683
1106,nm0736930,70739145.81931189,815566.8243260431
1107,nm0738796,599228.4525928398,18201.015557346458
1108,nm0740400,17163920.038552556,158309.22012639718
1109,nm0742819,17853401.41822321,257294.63031809925
1110,nm0743093,25944587.47200153,624354.334742428
1111,nm0744834,109082749.4015305,23787364.157635707
1112,nm0747849,55693740.86067112,685160.1707568628
1113,nm0748928,65942.34503871352,486.56862501976025
1114,nm0750701,11605266.25514094,28059.81203868456
1115,nm0750857,5229146.944115523,38584.29416076782
1116,nm0751080,148492500.05817312,1141275.0732784662
1117,nm0751102,45618977.77602556,5361726.4558631005
1118,nm0751221,88242.08427725118,813.8895725965821
1119,nm0751577,693126470.8959693,320829883.1891121
1120,nm0751648,693126470.8959693,320829883.1891121
1121,nm0752328,22118.914642656164,255.01372350081593
1122,nm0753382,21711504.6140045,312895.75708570745
1123,nm0753526,8988623.845609218,1206432.6704042926
1124,nm0755158,86854.97064396193,3571.1748516539974
1125,nm0755261,8418814.945238363,97062.32793670835
1126,nm0756935,5607550.703666996,197298.15046481148
1127,nm0756983,16813242.734907042,193843.49111249187
1128,nm1012102,16813242.734907042,193843.49111249187
1129,nm0757858,359480408.1315526,28786928.836975064
1130,nm0917188,154185770.08170986,8666584.073648995
1131,nm0758541,45672.66493745885,138.03715973375466
1132,nm0759207,40951436.24668603,612457.4821056032
1133,nm0762541,17945021.5387949,81007.65610340404
1134,nm0764319,6852351.9950653985,50561.43342237785
1135,nm0764601,7363361.841557499,632507.9659620762
1136,nm0764776,9630566.794698795,23285.28171126938
1137,nm0767697,138930.83296976244,2502.7553903715816
1138,nm0769135,11436838.639249397,1918783.1220783333
1139,nm0769840,9428449.245370569,212309.80254066284
1140,nm0073688,9428449.245370569,212309.80254066284
1141,nm0541635,9428449.245370569,212309.80254066284
1142,nm0770961,5471381.563006013,13228.988880962848
1143,nm0771054,6180039.756686834,644223.5337072234
1144,nm0772259,8969553.576133179,82729.52963717762
1145,nm0773605,16625253.660215251,913982.9857066092
1146,nm0773689,107112.68544840749,7360.7276958023285
1147,nm0775447,13540860.607942156,195144.3673222534
1148,nm0776271,52555754.7857932,1967809.1044831683
1149,nm0777300,4637584.911156551,622446.1101825144
1150,nm0777881,120709220.56896466,21349180.197451286
1151,nm0779433,14204233.049186487,2882046.15621298
1152,nm0779524,2180726.5339480094,714580.4706440839
1153,nm0781842,328866986.37498605,12121062.34279431
1154,nm0783139,24766747.176917296,1473467.4973483428
1155,nm0783180,54968.98855421687,1547.2394773106523
1156,nm0783676,9157830.93592105,2971.8860499735015
1157,nm0784061,83667051.68639717,2424604.8468887033
1158,nm0788202,193161360.57349122,18612901.390675906
1159,nm0788234,631129.9709458302,34696.73708464349
1160,nm0790519,1140272.6421936757,236.8253623174177
1161,nm0790715,34303054.44200367,52990.25258511183
1162,nm0790746,14977538.060784983,172679.25716346558
1163,nm0791556,133387.7345354718,54635.61606572926
1164,nm1010896,133387.7345354718,54635.61606572926
1165,nm0791672,91846.11890243902,2585.2384179028186
1166,nm0792263,172127.87912951745,70503.57929145035
1167,nm0793455,35099301.90799099,2412005.660916029
1168,nm0795407,4391994.074074075,154529.55371416756
1169,nm0796117,497609135.7196871,64350562.83186322
1170,nm0796124,8516253.957958115,191768.9907582636
1171,nm0797455,8015039.153289052,5720989.3169022305
1172,nm0797869,64643808.051490374,2507259.5821936876
1173,nm0798788,9614669.943709092,70943.7423219157
1174,nm0799050,16736313.830099063,8568992.681010723
1175,nm0463359,16736313.830099063,8568992.681010723
1176,nm0802248,90352297.81513393,8570799.931717146
1177,nm0802551,11626314.293618537,85787.05771795707
1178,nm0802617,8423642.03921875,25458.89589100697
1179,nm0806492,12733641.0865887,4172559.5112533863
1180,nm1103162,355239980.77095515,50088066.07285058
1181,nm0809321,3817641.2923139385,19165.688367395764
1182,nm0811583,552606270.2618365,94496277.76696138
1183,nm0812200,56148988.55339685,1412041.1638220008
1184,nm0813164,13662600.832430633,751109.4240459774
1185,nm0813301,6567589.064743786,4203257.001436024
1186,nm0465484,6567589.064743786,4203257.001436024
1187,nm0813309,24502603.996245977,1187134.355432671
1188,nm0814085,306456029.7764886,7828781.270910012
1189,nm0814517,10524630.536557136,370302.5168957102
1190,nm0817447,70462991.25711204,8714412.118665095
1191,nm0330347,70462991.25711204,8714412.118665095
1192,nm0818465,9756165.310229385,46072.188062362846
1193,nm0030253,18984466.595098957,3981331.208884498
1194,nm0821432,73918257.04672019,40473838.24574418
1195,nm0821844,24403328.08900106,2096229.9211163558
1196,nm0822582,15136147.256414494,57182.747586777
1197,nm0823721,2391062.8153830613,105160.05473025989
1198,nm0562775,2391062.8153830613,105160.05473025989
1199,nm0824220,16352.496218065628,1123.7349834328895
1200,nm0824882,21173108.741716444,3207222.7332217763
1201,nm0825407,29205143.003772087,3919847.9398813867
1202,nm0617523,29205143.003772087,3919847.9398813867
1203,nm0825434,2549708.9261398176,18813.531209181634
1204,nm0827750,14948455.29837694,1668815.0895200614
1205,nm0829820,47665272.7698015,5221581.829375901
1206,nm0831321,22772754.061069116,512796.8335181546
1207,nm0831557,131738553.01879919,23490014.677507713
1208,nm0831690,18226445.236650083,262670.7583234117
1209,nm0833779,13978443.168192392,1200739.1251276198
1210,nm0833780,13978443.168192392,1200739.1251276198
1211,nm0833889,29722540.2198802,11044526.85364095
1212,nm0834893,205477.44603658534,5783.675933771298
1213,nm0834902,76342907.91692306,16010268.20237911
1214,nm0835732,99856.66347391588,8577.622078162934
1215,nm0837977,113519.80833693306,2556.2388326269115
1216,nm0838198,52175796.22823095,873828.1804617149
1217,nm0839660,24250515.485720165,46907.318895442484
1218,nm0839812,3791847.024951787,1941425.6767753155
1219,nm0841647,127418.13462093862,940.1798878807713
1220,nm0842339,23090447.114145834,7566277.710363309
1221,nm0844358,13552251.44146789,4397.957036600497
1222,nm0847859,16402710.800238652,5374840.275022203
1223,nm0848414,92740417.63706443,1275678.582248394
1224,nm0849164,443329.3090549605,24372.286511991464
1225,nm0850044,7549508.052469217,160915.48895160278
1226,nm0850516,3550337.199100304,26196.864674869674
1227,nm0850733,152300967.17404345,43917683.003408514
1228,nm0566833,5204209.474447529,75000.56271961574
1229,nm0851281,25804140.153365254,1773247.008961668
1230,nm0851930,125840974.85322699,23907359.62839552
1231,nm0852363,51854.592726138486,244.87639067277283
1232,nm0853238,75111823.9835701,23761591.364997767
1233,nm0853374,94917895.35663465,24882156.760369644
1234,nm0853380,347859.50093452184,8633.741267092755
1235,nm0855035,183685221.49675378,6141617.245203523
1236,nm0855843,7813549.787689053,175945.49956138636
1237,nm0857399,6830.036088397789,98.43119354443314
1238,nm0858525,135595519.84547752,5237345.975397036
1239,nm0859432,2201152.0920298104,461615.05121045024
1240,nm1154886,23234240.51751251,7613395.932778502
1241,nm0863254,1283116.2071922247,23114.566690335814
1242,nm0863387,88721144.75170295,6935617.573498692
1243,nm0864468,14576877.915638018,5958162.497606278
1244,nm0864812,3482306.440252708,25694.88627582893
1245,nm0866132,29154200.829269283,458117.12646936334
1246,nm0867127,13889464.208896015,1864212.3292553413
1247,nm0867262,25697355.26636162,141136.73002206342
1248,nm0868219,190567215.17433417,14550185.775117591
1249,nm0868643,3024217.7211398967,27893.485162522433
1250,nm0870186,223236.08558429973,113.19414315341538
1251,nm0871428,35362991.08074603,2506497.8341213353
1252,nm0871860,166360269.00340235,12985609.668731937
1253,nm0872045,16345993.454975422,294463.2401313118
1254,nm0872062,2308397.3316208636,26614.0092480276
1255,nm0873779,35909415.67790705,138627.9255588374
1256,nm0936374,35909415.67790705,138627.9255588374
1257,nm0875793,11109530.121004026,954301.3708727849
1258,nm0878638,79798091.692355,4980959.402126673
1259,nm0878756,11551812.139148766,792222.6735988758
1260,nm0878763,16110769.418933695,5279176.923196195
1261,nm0881038,45146621.24170129,176452.3686419454
1262,nm0105169,466531.4192869875,3442.3942775726214
1263,nm0882330,15682185.292818671,115714.10344524731
